ID,site,category,difficulty,task_description,task_id,task_link,evaluation_result,evaluation_reason,result_flag
340,https://www.delish.com,CREATE,easy,"Save three recipes from the ""Dinner"" category to your account’s favorites list on Delish.com.
Only use http://delish.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",9fc62014-9c2e-4895-9591-5adf71c086d7,https://cloud.browser-use.com/agent/9fc62014-9c2e-4895-9591-5adf71c086d7,failure,"The bot successfully extracted three recipes from the ""Dinner"" category but failed to save them due to login issues.",0
343,https://www.delish.com,DELETE,easy,"Log in to your Delish account, create a recipe collection you created titled ""Weekend Treats"", and delete the whole recipe collection and confirm its removal
Only use http://delish.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",e432b389-225c-4717-90e0-742d49c00069,https://cloud.browser-use.com/agent/e432b389-225c-4717-90e0-742d49c00069,success,"The AI bot sucessfully created titled ""Weekend Treats"" and delete the whole recipe collection",1
344,https://www.delish.com,READ,easy,"Use the website’s search function to look up ""quick weeknight dinners"" and output the titles of any 3 recipes that appear.
Only use http://delish.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",7716276f-c06c-4adf-9377-fa5bffad5792,https://cloud.browser-use.com/agent/7716276f-c06c-4adf-9377-fa5bffad5792,success,The AI bot successful,1
345,https://www.delish.com,READ,easy,"Use the Delish search bar to look up ""Marry Me Chicken"" and list the ingredient quantities mentioned in the recipe.
Only use http://delish.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",d6eebfdd-c2f1-4b5c-853b-c57a1f3b9977,https://cloud.browser-use.com/agent/d6eebfdd-c2f1-4b5c-853b-c57a1f3b9977,success,The AI bot has successfully find out the ingredient quantities of marry me chicken,1
346,https://www.delish.com,READ,easy,"Search for ""vegan desserts"" on Delish and extract the titles and brief descriptions of the top 4 recipes listed.
Only use http://delish.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",71375167-c09a-4550-b472-1a7f74a4d825,https://cloud.browser-use.com/agent/71375167-c09a-4550-b472-1a7f74a4d825,success,"The bot successfully ""quick weeknight dinners output the any 3 recipes that appear.",1
347,https://www.delish.com,READ,easy,"Locate the step-by-step guide for making ""No-Bake Cheesecake"" on Delish and list all the preparation steps provided.
Only use http://delish.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",d950093c-395a-475f-a977-6b70f2db0856,https://cloud.browser-use.com/agent/d950093c-395a-475f-a977-6b70f2db0856,success,"The bot successfully locateed the step-by-step guide for making ""No-Bake Cheesecake""",1
348,https://www.delish.com,READ,easy,"Search for gluten-free recipes on Delish.com and list the names of the first 5 recipes displayed.
Only use http://delish.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",c82e532a-a690-42d2-b0ca-4e7370e85097,https://cloud.browser-use.com/agent/c82e532a-a690-42d2-b0ca-4e7370e85097,failure,The bot has failed to consider the first five gluten free recipie that was displayed,0
349,https://www.delish.com,UPDATE,easy,"Log in to your account, create a saved recipes list and add a recipe for Air Fryer Chicken Wings with the ""Dinner"" tag, then access your saved recipes list, and update the tags for the ""Air Fryer Chicken Wings"" recipe from ""Dinner"" to ""Quick Meals"".
Only use http://delish.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",1bb28f49-93b3-4b8c-89bd-649df1ffa1ef,https://cloud.browser-use.com/agent/1bb28f49-93b3-4b8c-89bd-649df1ffa1ef,failure,The bot failed to login to the account and therefore the further steps were not completed,0
350,https://www.deviantart.com,CREATE,easy,"Use the DreamUp™ AI art generator to create an artwork with the prompt “Futuristic city with cyberpunk elements” and submit it to your gallery.
Only use http://deviantart.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",2c0f4bc1-697b-4127-b985-fe817b99d460,https://cloud.browser-use.com/agent/2c0f4bc1-697b-4127-b985-fe817b99d460,failure,The AI bot is unable to procced the email verification,0
351,https://www.deviantart.com,CREATE,easy,"Post a comment on the artwork “Moonlit Sonata” praising its details and artistic style.
Only use http://deviantart.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",9140046e-dfcd-4239-b07d-4d24f69839fe,https://cloud.browser-use.com/agent/9140046e-dfcd-4239-b07d-4d24f69839fe,failure,Task could not be completed due to verification issues during the login process,0
352,https://www.deviantart.com,CREATE,easy,"Update your profile’s “About” section by adding a new subsection called “Latest Accomplishments” that mentions your participation in a recent online exhibition.
Only use http://deviantart.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",6dff2c85-1eeb-4d8f-a36f-045ab3bd4d19,https://cloud.browser-use.com/agent/6dff2c85-1eeb-4d8f-a36f-045ab3bd4d19,failure,The bot failed to completed due to verification issues during the login process,0
353,https://www.deviantart.com,CREATE,hard,"Build a new favorites collection titled “Inspiration Board” and add at least 3 artworks from different categories such as digital painting, photography, and fan art.
Only use http://deviantart.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",2d10016d-3495-4af8-bc5f-41c04eaa090e,https://cloud.browser-use.com/agent/2d10016d-3495-4af8-bc5f-41c04eaa090e,failure,"While browsing the website after logging in, the AI bot encountered a 403 Forbidden error",0
354,https://www.deviantart.com,DELETE,hard,"Log in to your account, create a temporary artwork submission titled “Test Art,” then delete it from your gallery and verify it no longer appears.
Only use http://deviantart.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",a3c34cc1-4342-4c54-9de1-8f623f9ac2c0,https://cloud.browser-use.com/agent/a3c34cc1-4342-4c54-9de1-8f623f9ac2c0,failure,The bot failed the task as it was stuck at the upload draft section and was stuck in a endless loop.,0
355,https://www.deviantart.com,DELETE,hard,"Log in, add a comment on the artwork ""Moonlit Sonata"", then remove the comment you posted on the artwork “Moonlit Sonata” from your profile, ensuring that the deletion is confirmed.
Only use http://deviantart.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",955f7e51-e7f8-47d5-9f24-235f9e88a13c,https://cloud.browser-use.com/agent/955f7e51-e7f8-47d5-9f24-235f9e88a13c,failure,The recording is not available and the steps show the bot is stuck in a endless loop of not being able to login using google id.,0
357,https://www.deviantart.com,FILE_MANIPULATION,easy,"Search for downloadable art resources (e.g., brushes or overlays), download a file titled “Digital Art Brushes Pack,” and verify that the downloaded file has a “.zip” extension.
Only use http://deviantart.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",c1579f63-74c1-4237-a9fe-89aab6f058a7,https://cloud.browser-use.com/agent/c1579f63-74c1-4237-a9fe-89aab6f058a7,failure,"The AI bot was unsuccessful in downloading content, possibly because the website requires a paid subscription",0
358,https://www.deviantart.com,READ,easy,"Browse the homepage feed and list the titles and usernames of the first 5 featured artworks.
Only use http://deviantart.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",43b6f91a-3211-49d6-9e5c-62a231973c22,https://cloud.browser-use.com/agent/43b6f91a-3211-49d6-9e5c-62a231973c22,success,The bot was successfully list usernames of the first 5 featured artworks in exctract but not in recording.,1
359,https://www.deviantart.com,READ,easy,"Use the search bar to find artworks tagged “anime” and record the names of 5 contributing artists.
Only use http://deviantart.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",b35d1cc0-eb80-42c4-aff4-ebe89cd9daf1,https://cloud.browser-use.com/agent/b35d1cc0-eb80-42c4-aff4-ebe89cd9daf1,success,The bot successfully anime”names of 5 contributing artists in extracted.,1
360,https://www.deviantart.com,READ,easy,"Explore the Groups section to identify 3 active art collaboration groups and list their group names.
Only use http://deviantart.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",67779615-9fd8-4593-bf1e-0e75a78064f4,https://cloud.browser-use.com/agent/67779615-9fd8-4593-bf1e-0e75a78064f4,success,The bot successfully extracted the groups section to identify 3 active art collaboration groups and listed their group names,1
362,https://www.deviantart.com,READ,easy,"Visit the profile of the artist “BisBiswas” and return the number of pageviews and deviations, as well as the artist's birthday
Only use http://deviantart.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",119a238f-b529-46b5-a0b8-745565a615d3,https://cloud.browser-use.com/agent/119a238f-b529-46b5-a0b8-745565a615d3,success,"The bot successfully navigated to BisBiswas profile and extracted the pageview, Deviations and birthday(not specified)",1
364,https://www.dickssportinggoods.com,CREATE,easy,"Register a new user account on Dick’s Sporting Goods by filling out the required personal information and confirm the registration via the on-screen confirmation message.
Only use http://dickssportinggoods.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",c67314ed-57c5-4842-934b-a8fbd6c824f2,https://cloud.browser-use.com/agent/c67314ed-57c5-4842-934b-a8fbd6c824f2,failure,The site is blocking the agent,0
365,https://www.dickssportinggoods.com,CREATE,hard,"Log in to your new account and write a detailed product review for a pair of Under Armour training shoes, including a star rating and specific comments on performance.
Only use http://dickssportinggoods.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",b2e90a7a-c67b-42b3-9ea4-da967b40e0e5,https://cloud.browser-use.com/agent/b2e90a7a-c67b-42b3-9ea4-da967b40e0e5,failure,The site is blocking the agent,0
366,https://www.dickssportinggoods.com,CREATE,easy,"Log in, create a list titled ""Weekend Adventure"" and add three items to it: a camping tent, a pair of hiking boots, and a portable camping stove.
Only use http://dickssportinggoods.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",8fd97a60-ca93-4769-bee9-e11bdb3db15a,https://cloud.browser-use.com/agent/8fd97a60-ca93-4769-bee9-e11bdb3db15a,failure,The site is blocking the agent,0
367,https://www.dickssportinggoods.com,CREATE,easy,"Log in and submit a product review for a Cole Haan running shoe, making sure to include your shoe size, comfort rating, and comments on style.
Only use http://dickssportinggoods.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",c99a0ef7-2f29-4e61-b721-5b88d6fabd51,https://cloud.browser-use.com/agent/c99a0ef7-2f29-4e61-b721-5b88d6fabd51,failure,The site is blocking the agent,0
368,https://www.dickssportinggoods.com,CREATE,easy,"Log in, write a detailed product review for a Wilson baseball glove including a star rating, a title, and your experience with the product, then submit the review.
Only use http://dickssportinggoods.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",fd2855fa-b0be-407b-89ba-ac30e65bc5e1,https://cloud.browser-use.com/agent/fd2855fa-b0be-407b-89ba-ac30e65bc5e1,failure,The site is blocking the agent,0
369,https://www.dickssportinggoods.com,DELETE,easy,"Log in, add a ""Patagonia Jacket"" to your list, then delete it from the list and confirm that it has been removed.
Only use http://dickssportinggoods.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",bb685df0-532d-4003-8409-cda3f1289d8f,https://cloud.browser-use.com/agent/bb685df0-532d-4003-8409-cda3f1289d8f,failure,The site is blocking the agent,0
370,https://www.dickssportinggoods.com,READ,easy,"Navigate to the camping equipment section and extract the details (brand, price, and average user rating) of the top five tents displayed.
Only use http://dickssportinggoods.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",344a6ca4-02fe-4854-88cf-620832f948ec,https://cloud.browser-use.com/agent/344a6ca4-02fe-4854-88cf-620832f948ec,failure,The site is blocking the agent,0
371,https://www.dickssportinggoods.com,READ,easy,"Sort the products in the Women's Bags category by ""Price Low to High"" and list the top five items along with their prices.
Only use http://dickssportinggoods.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",7cbd6789-f143-4380-a7c3-4bc75b176baa,https://cloud.browser-use.com/agent/7cbd6789-f143-4380-a7c3-4bc75b176baa,failure,The site is blocking the agent,0
372,https://www.dickssportinggoods.com,READ,easy,"Use the search bar to look for ""baseball gloves"" and list the first three product results, including their prices and availability.
Only use http://dickssportinggoods.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",f3f5739d-56f9-4e9c-ac70-363167f3e424,https://cloud.browser-use.com/agent/f3f5739d-56f9-4e9c-ac70-363167f3e424,failure,The site is blocking the agent,0
373,https://www.dickssportinggoods.com,READ,easy,"Access the return policy page and summarize the key points, including the return timeframe and conditions required.
Only use http://dickssportinggoods.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",709fc4d0-6bc6-498e-abcc-329bec8562f1,https://cloud.browser-use.com/agent/709fc4d0-6bc6-498e-abcc-329bec8562f1,failure,The site is blocking the agent,0
374,https://www.dickssportinggoods.com,READ,easy,"Open the store locator and search for Dick’s Sporting Goods stores near the zipcode 33101 then note the store hours and any special in-store services offered.
Only use http://dickssportinggoods.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",d3026213-3087-41cc-aa3d-014936570bb0,https://cloud.browser-use.com/agent/d3026213-3087-41cc-aa3d-014936570bb0,failure,The site is blocking the agent,0
375,https://www.dickssportinggoods.com,UPDATE,easy,"Add a pair of Nike running shoes to your cart, then go to your cart and modify the quantity of the Nike running shoes from 1 to 2.
Only use http://dickssportinggoods.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",dc2f720b-04d7-4fff-99cd-c75e5f5e7a65,https://cloud.browser-use.com/agent/dc2f720b-04d7-4fff-99cd-c75e5f5e7a65,failure,The site is blocking the agent,0
376,https://www.dickssportinggoods.com,UPDATE,easy,"Log in to your profile and update your address by adding your new apartment details.
Only use http://dickssportinggoods.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",16e5d1ef-9317-4321-b756-762bf047625e,https://cloud.browser-use.com/agent/16e5d1ef-9317-4321-b756-762bf047625e,failure,The site is blocking the agent,0
377,https://www.dictionary.com,READ,easy,"Look up the word ""pronunciation,"" play its audio sample, and note the phonetic transcription displayed.
Only use http://dictionary.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",e994e6ba-a01e-424f-81b4-b10254746100,https://cloud.browser-use.com/agent/e994e6ba-a01e-424f-81b4-b10254746100,success,The bot completed the task successfully by including the phonetic transcription displayed,1
378,https://www.dictionary.com,READ,easy,"Look up the word ""quintessential"" and record both its pronunciation guide and the available audio sample.
Only use http://dictionary.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",f1ac6846-4717-4147-8927-9aed55930a9b,https://cloud.browser-use.com/agent/f1ac6846-4717-4147-8927-9aed55930a9b,success,"The bot successfully extracted the word ""quintessential"" and recorded both its pronunciation guide and the available audio sample.",1
379,https://www.dictionary.com,READ,easy,"Search for the definition of the phrase ""beat around the bush"" and note any idiomatic examples given.
Only use http://dictionary.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",cf4737c3-d87e-4c17-bd1a-f387de0c0425,https://cloud.browser-use.com/agent/cf4737c3-d87e-4c17-bd1a-f387de0c0425,success,"The bot successful beat around the bush"" and note any idiomatic examples given extracted.",1
380,https://www.diy.com,READ,easy,"Using diy.com's search feature, search for ""cordless drill"" and list the names, prices, and availability statuses of the top 5 results.
Only use http://diy.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",c0de7444-6800-4739-8ef7-86d2010436a0,https://cloud.browser-use.com/agent/c0de7444-6800-4739-8ef7-86d2010436a0,success,"The bot successful cordless drill""  names, prices, and availability statuses of the top 5 results. but in the recording display in the 3 items.",1
381,https://www.diy.com,READ,easy,"Use the search bar to find ""sanding machine"" and extract the product description and warranty information of the first result displayed.
Only use http://diy.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",fec674ce-67b6-4c68-8eb9-4731238839b6,https://cloud.browser-use.com/agent/fec674ce-67b6-4c68-8eb9-4731238839b6,success,The AI bot find the product and details of sand machin,1
382,https://www.diy.com,READ,easy,"Look up ""wood staining kits"" using the search function and list detailed specifications for the top three items.
Only use http://diy.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",ee558707-3323-4f51-8e78-a54efd06c487,https://cloud.browser-use.com/agent/ee558707-3323-4f51-8e78-a54efd06c487,success,The AI bot successfully identified the top three wood staining kits.,1
383,https://www.dreamstime.com/,READ,easy,"Browse the Dreamstime Public Domain collection and extract the names of all available image categories listed on the page.
Only use http://dreamstime.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",f522faa4-2f15-407e-afd5-23a6948508f5,https://cloud.browser-use.com/agent/f522faa4-2f15-407e-afd5-23a6948508f5,success,The AI bot has successfully extracted the image categories in dreamstime public domain.,1
384,https://www.dreamstime.com/,READ,easy,"Filter search results for ""business conference illustrations"" and list the preview watermarked thumbnail URLs for the first 3 assets.
Only use http://dreamstime.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",fb6ee124-e78a-45f0-8139-ba3a2da991b9,https://cloud.browser-use.com/agent/fb6ee124-e78a-45f0-8139-ba3a2da991b9,failure,The bot is unable to verify the CAPTCHA,0
385,https://www.dreamstime.com/,READ,easy,"Search for ""sunset beach"" images on Dreamstime, filter the results to show only photos, and list the top 5 image titles along with their licensing types.
Only use http://dreamstime.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",e1d543ef-65d0-40a4-b1ea-4a5be3921093,https://cloud.browser-use.com/agent/e1d543ef-65d0-40a4-b1ea-4a5be3921093,failure,The bot cannot access the website page contents,0
386,https://www.drugs.com,READ,easy,"Search for the drug ""Simvastatin"" on Drugs.com and extract a list of its common side effects as provided in the brief monograph summary.
Only use http://drugs.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",c1b529a6-ac09-45ec-9649-7fdf577dfeaa,https://cloud.browser-use.com/agent/c1b529a6-ac09-45ec-9649-7fdf577dfeaa,success,The AI bot successfully extracted the common side effects of simvastatin,1
387,https://www.drugs.com,READ,easy,"Locate the Pill Identifier tool on Drugs.com, use it to identify a pill with the imprint ""L42"" and blue color, and report the identified medication name.
Only use http://drugs.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",87da8ff4-38df-4daf-aebb-84086f7b4a69,https://cloud.browser-use.com/agent/87da8ff4-38df-4daf-aebb-84086f7b4a69,success,"The bot successfully located the Pill Identifier tool on Drugs.com and identify a pill with the imprint ""L42"" and blue color.",1
388,https://www.drugs.com,READ,easy,"Access the professional resources section on Drugs.com and list two differences between the clinical and consumer versions of a drug monograph (choose any drug for comparison).
Only use http://drugs.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",bb681925-4dc4-4ede-bed0-a2f82fc37a9c,https://cloud.browser-use.com/agent/bb681925-4dc4-4ede-bed0-a2f82fc37a9c,success,The AI bot successfully navigated to drugs.com and listed two differences in the clinical and consumer version of a drug monograph,1
389,https://www.dw.com,READ,easy,"Navigate to the Culture category and list the titles of the first four articles featured.
Only use http://dw.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",c25f172f-4d90-4294-b4b9-d445d4436217,https://cloud.browser-use.com/agent/c25f172f-4d90-4294-b4b9-d445d4436217,success,The AI bot successfully navigated to the culture category and listed the first four titles,1
390,https://www.dw.com,READ,easy,"Visit the Podcast section, select the latest episode, and provide its title along with a brief description.
Only use http://dw.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",c0318108-6902-4a3d-a1a8-100e2a2a25ac,https://cloud.browser-use.com/agent/c0318108-6902-4a3d-a1a8-100e2a2a25ac,success,The bot successfully extracted podcast section and provided its title along with a brief description,1
391,https://www.dw.com,READ,easy,"Visit the DW homepage and list the headline and publication time of the top news article featured in the main section.
Only use http://dw.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",3a4f5e8f-6f57-4107-834c-5e479d6f845b,https://cloud.browser-use.com/agent/3a4f5e8f-6f57-4107-834c-5e479d6f845b,success,The bot successfully extracted the DW homepage and listed the headline and publication time of the top news article featured in the main section.,1
392,https://www.ea.com,READ,easy,"Use the EA sports section to locate the EA Sports FC page and list the primary features and benefits highlighted on that page.
Only use http://ea.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",3884267c-4108-40e7-a661-33d62434bbbd,https://cloud.browser-use.com/agent/3884267c-4108-40e7-a661-33d62434bbbd,failure,The bot failed to locate the required section and was stuck in a loop without completing the task.,0
393,https://www.ea.com,READ,easy,"Navigate to the EA Play section and extract the details of the free trial offer—including its duration and key benefits—then output this information in text.
Only use http://ea.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",217a10f0-ab7f-4e50-948f-3189c09dd04e,https://cloud.browser-use.com/agent/217a10f0-ab7f-4e50-948f-3189c09dd04e,success,The bot successfully free trial offer key benefits—then output this information in text in extracted.,1
394,https://www.ea.com,READ,easy,"Browse the EA news section and note the titles of the first two articles published within the past month.
Only use http://ea.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",fb13553c-3d4f-4846-bb13-edc758bc354d,https://cloud.browser-use.com/agent/fb13553c-3d4f-4846-bb13-edc758bc354d,success,The bot successfully extracted the EA news section and noted its titles of the first two articles published within the past month.,1
395,https://www.eater.com,READ,easy,"Navigate to the Eater.com homepage and list the titles of the top 5 featured articles displayed.
Only use http://eater.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",f3b514dc-2a61-4146-91bb-5d8f723898e7,https://cloud.browser-use.com/agent/f3b514dc-2a61-4146-91bb-5d8f723898e7,success,The bot successfully extracted the Eater.com homepage and listed the titles of the top 5 featured articles displayed.,1
396,https://www.eater.com,READ,easy,"Use the search function on Eater.com to find articles about ""celebrity chefs"" and provide the headlines and publication dates of the first 3 results.
Only use http://eater.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",895bdc52-423a-4285-add3-1873c5503500,https://cloud.browser-use.com/agent/895bdc52-423a-4285-add3-1873c5503500,success,"The bot successfully searched articles about ""celebrity chefs"" and provided the headlines and publication dates of the first 3 results.",1
397,https://www.eater.com,READ,easy,"Locate a feature article on international dining scenes and list two featured cities mentioned in the piece.
Only use http://eater.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",38de323b-d15c-4e59-a052-0cc11302eb0f,https://cloud.browser-use.com/agent/38de323b-d15c-4e59-a052-0cc11302eb0f,success,The bot successfully extracted international dining scenes and listed two featured cities mentioned in the piece.,1
398,https://www.eatingwell.com,READ,easy,"Use the search bar to find a grilled salmon recipe and report its total cooking time along with its main ingredients.
Only use http://eatingwell.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",26f2e902-3b84-455b-87f1-325b7713a829,https://cloud.browser-use.com/agent/26f2e902-3b84-455b-87f1-325b7713a829,success,The bot successfully grilled salmon recipe and report its total cooking time along with its main ingredients extracted.,1
399,https://www.eatingwell.com,READ,easy,"Use the search feature to find the ""Vegan Lentil Soup"" recipe and list all its main ingredients as described on the recipe page.
Only use http://eatingwell.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",5a714e23-2cbc-4297-80b7-592607d2fbad,https://cloud.browser-use.com/agent/5a714e23-2cbc-4297-80b7-592607d2fbad,success,"The bot successfully ""Vegan Lentil Soup"" recipe ingredients as the recipe page extracted.",1
401,https://www.ebay.com,READ,easy,"Search for vintage record player. Filter by newly listed and check the price of the most recent one.
Only use http://ebay.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",a4f62387-2a91-49f0-8707-aa9c65af4999,https://cloud.browser-use.com/agent/a4f62387-2a91-49f0-8707-aa9c65af4999,success,The bot sucessfully extracted the vintage record player,1
402,https://www.ebay.com,READ,hard,"Search for ""used laptops"" within the price range of $300-$500. Filter by Buy now options and find an option with 8GB Ram and 500GB memory. Add it to cart.
Only use http://ebay.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",01f97b0d-fde2-4a37-a58a-cda380d8eaeb,https://cloud.browser-use.com/agent/01f97b0d-fde2-4a37-a58a-cda380d8eaeb,failure,"The bot successfully searched for 'used laptops' with 8GB RAM and 500GB memory and added one to the cart, but it did not apply the price range filter of $300–$500.",0
403,https://www.ebay.com,READ,hard,"Find three different sellers offering the same ""Blue Tooth Speaker"" item. Compare the total cost (including shipping and taxes), seller ratings, return policies, and estimated delivery times. Create a table to compare the various speakers and recommend the best purchase option if I'm purchasing from New York City, NY.
Only use http://ebay.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",cfef209a-d655-414b-bf4e-cbd12fb180d1,https://cloud.browser-use.com/agent/cfef209a-d655-414b-bf4e-cbd12fb180d1,failure,The bot failed to find 3 sellers offering the same item. It has instead compared 3 different items.,0
405,https://economictimes.indiatimes.com,CREATE,easy,"Set up email alerts by subscribing to notifications for new articles in the Banking news category.
Only use http://economictimes.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",1efd41ea-77ab-4d1d-97f8-f77aa60dccb4,https://cloud.browser-use.com/agent/1efd41ea-77ab-4d1d-97f8-f77aa60dccb4,failure,The AI bot was unable to log in through the email system,0
406,https://economictimes.indiatimes.com,CREATE,easy,"From the markets dashboard, add the “NIFTY 50” index to your personalized market watchlist.
Only use http://economictimes.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",ee62012c-69a1-4260-ac0f-59010a323be0,https://cloud.browser-use.com/agent/ee62012c-69a1-4260-ac0f-59010a323be0,failure,The AI bot failed to add NIFTY 50 to the watchlist due to sign in issues,0
407,https://economictimes.indiatimes.com,DELETE,easy,"Log in, add the “Automobile” category to your saved news topics, then remove it to confirm it no longer appears in your list.
Only use http://economictimes.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",c6bde4d2-9e6a-40ec-8c4f-3dce2c83bdaf,https://cloud.browser-use.com/agent/c6bde4d2-9e6a-40ec-8c4f-3dce2c83bdaf,failure,The AI bot failed to login to the website and therefore couldnt complete the further tasks,0
408,https://economictimes.indiatimes.com,DELETE,easy,"Create a temporary watchlist with several stocks, then delete one specific stock from that watchlist and verify its removal.
Only use http://economictimes.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",9c8a379b-ba03-49e6-95fc-efbdfbed7920,https://cloud.browser-use.com/agent/9c8a379b-ba03-49e6-95fc-efbdfbed7920,failure,The bot failed during the sign-in process so unable to complete the task.,0
409,https://economictimes.indiatimes.com,READ,easy,"Browse the homepage and extract the headline article’s title along with a brief summary of today’s top business news.
Only use http://economictimes.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",f0f95bcc-08ee-4378-9dac-8e128e2e2fff,https://cloud.browser-use.com/agent/f0f95bcc-08ee-4378-9dac-8e128e2e2fff,success,The bot successfully located the homepage and extracted the headline article’s title along with a brief summary of today’s top business news.,1
410,https://economictimes.indiatimes.com,READ,easy,"Use the site’s search function to look for “cryptocurrency regulations” and list the first 5 article titles with their publication dates.
Only use http://economictimes.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",8b36cad1-994b-45b4-8d56-aff0793e0d74,https://cloud.browser-use.com/agent/8b36cad1-994b-45b4-8d56-aff0793e0d74,success,The AI bot successfully found the first five articles regarding cryptocurrency regulations along with the dates.,1
411,https://economictimes.indiatimes.com,READ,easy,"In the Tech section, search for articles on “Artificial Intelligence impact” and list the top 3 article titles along with the names of their authors.
Only use http://economictimes.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",e12f2b1e-d774-44e6-bc23-2644b0ba963c,https://cloud.browser-use.com/agent/e12f2b1e-d774-44e6-bc23-2644b0ba963c,success,The AI bot successfully retrieved the first three articles on artificial intelligence along with their publishers.,1
412,https://economictimes.indiatimes.com,READ,easy,"Navigate to the Markets section and record the current BSE and NSE index values as displayed on the dashboard.
Only use http://economictimes.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",d9516eed-5267-4c3f-b33a-59bff86a8b9c,https://cloud.browser-use.com/agent/d9516eed-5267-4c3f-b33a-59bff86a8b9c,failure,The bot failed to navigate to the Markets section and instead displayed results for Sensex and Nifty.,0
413,https://economictimes.indiatimes.com,READ,easy,"Find a recent article on gold price trends in the Commodities section and extract its headline and a brief summary.
Only use http://economictimes.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site.",5177905d-e24d-4d03-a551-7267a4f8c11e,https://cloud.browser-use.com/agent/5177905d-e24d-4d03-a551-7267a4f8c11e,success,The bot has Successfully found and extracted the headline and summary of a recent gold price article from the Economic Times Commodities section,1
